"Position (mm) Run #1";"Position (mm) Run #2";"Position (mm) Run #3";"Position (mm) Run #4";"Position (mm) Run #5";"Position (mm) Run #6"
-21,51;-51,83;-55,45;-88,91;-79,72;-77,14
-20,99;-51,19;-56,08;-88,45;-81,10;-75,77
-20,59;-50,33;-57,80;-87,76;-82,48;-74,34
-19,79;-49,36;-58,89;-87,07;-83,91;-73,19
-18,46;-48,90;-59,64;-86,44;-85,06;-71,81
-18,35;-48,38;-60,90;-85,58;-86,49;-70,39
-18,01;-47,12;-62,04;-84,72;-87,75;-69,24
-17,78;-45,98;-62,68;-83,91;-88,73;-67,81
-17,21;-45,46;-63,54;-82,93;-89,98;-66,66
-16,24;-44,32;-64,45;-81,73;-91,02;-65,23
-14,56;-42,77;-65,14;-80,53;-92,05;-63,97
-14,97;-42,08;-65,88;-79,32;-93,13;-63,05
-14,46;-40,71;-66,34;-78,17;-94,00;-61,62
-14,12;-39,22;-67,14;-76,80;-94,86;-60,31
-13,63;-38,42;-67,43;-75,42;-95,77;-59,56
-9,66;-36,47;-68,00;-74,10;-96,46;-58,35
-11,71;-35,55;-68,40;-72,56;-97,14;-56,98
-11,19;-34,24;-68,57;-70,96;-97,88;-56,35
-10,73;-32,57;-68,75;-69,69;-98,40;-55,66
-10,59;-31,54;-68,97;-67,92;-98,97;-54,06
-7,45;-29,59;-68,97;-66,42;-99,26;-53,37
-7,91;-28,79;-69,03;-64,65;-99,88;-52,74
-8,03;-26,96;-68,85;-63,22;-100,00;-51,88
-7,75;-25,58;-68,68;-61,21;-100,40;-51,02
-7,30;-24,27;-68,57;-59,83;-100,62;-49,99
-6,61;-22,60;-68,28;-57,55;-100,62;-49,71
-6,29;-21,58;-67,71;-56,40;-100,62;-49,19
-3,71;-19,62;-67,47;-54,17;-100,67;-48,73
-4,71;-18,77;-66,73;-52,79;-100,50;-47,99
-4,53;-17,16;-66,27;-50,50;-100,33;-47,47
-4,42;-15,67;-65,58;-49,36;-100,21;-46,84
-4,08;-14,88;-64,95;-47,07;-99,86;-46,73
-3,67;-12,86;-64,09;-45,92;-99,57;-46,32
-3,56;-12,06;-63,17;-43,63;-99,05;-46,10
-3,22;-11,33;-62,60;-42,43;-98,59;-46,10
-2,81;-8,95;-61,62;-40,36;-97,85;-46,15
-2,64;-8,56;-60,31;-39,22;-97,44;-45,92
-2,53;-7,88;-59,50;-36,87;-96,53;-45,87
-2,06;-6,32;-58,64;-35,90;-95,89;-46,10
-2,06;-5,40;-56,87;-33,78;-95,08;-46,04
-2,06;-4,72;-56,12;-32,75;-94,00;-46,21
-2,06;-4,09;-55,03;-30,85;-93,19;-46,38
-2,06;-3,23;-53,31;-29,65;-92,16;-46,50
-2,00;-2,25;-52,45;-28,62;-91,18;-46,79
-2,17;-1,67;-50,85;-26,61;-89,93;-47,24
-2,29;-1,39;-49,42;-25,93;-88,95;-47,99
-2,69;-0,81;-48,38;-24,49;-87,75;-48,51
-2,80;-0,47;-46,49;-23,17;-86,60;-49,02
-3,15;-0,12;-45,46;-22,37;-85,22;-49,54
-3,49;0,28;-43,57;-21,46;-83,79;-49,94
-3,83;0,52;-42,54;-19,79;-82,64;-50,75
-4,24;0,52;-40,71;-19,33;-81,27;-51,89
-4,41;0,52;-39,28;-18,70;-79,95;-52,64
-4,64;0,58;-38,30;-17,84;-78,35;-52,98
-4,34;0,41;-36,12;-16,86;-77,02;-53,96
-5,20;0,30;-35,38;-16,29;-75,48;-55,28
-6,18;-0,05;-33,20;-15,88;-73,93;-56,19
-6,70;-0,33;-32,34;-15,77;-72,38;-56,66
-7,21;-0,91;-30,74;-15,37;-70,78;-58,15
-7,79;-1,19;-29,31;-15,20;-69,52;-59,18
-8,38;-1,65;-28,34;-15,02;-67,74;-60,16
-7,30;-2,27;-26,09;-14,79;-66,20;-61,36
-9,33;-3,13;-25,35;-14,73;-64,65;-62,57
-10,31;-4,06;-24,27;-14,96;-63,11;-63,77
-10,83;-4,80;-22,48;-14,84;-61,56;-64,92
-11,52;-5,02;-21,74;-15,25;-60,01;-66,35
-11,10;-6,51;-20,60;-15,36;-58,47;-67,50
-12,43;-7,73;-18,99;-15,76;-56,86;-68,93
-13,35;-7,88;-18,42;-15,82;-55,60;-70,08
-14,10;-9,49;-17,51;-16,15;-53,71;-71,46
-14,73;-11,11;-15,83;-17,24;-52,68;-72,89
-14,66;-11,44;-15,38;-18,17;-50,79;-74,04
-15,52;-13,34;-14,75;-18,91;-49,64;-75,42
-16,38;-14,66;-13,95;-19,19;-48,33;-76,80
-17,42;-15,16;-12,74;-20,46;-46,61;-78,17
-17,71;-17,36;-12,16;-21,55;-45,75;-79,55
-18,34;-18,21;-11,82;-22,35;-44,09;-80,98
-18,28;-19,82;-11,47;-23,20;-42,83;-82,13
-19,14;-21,26;-11,19;-24,99;-41,91;-83,51
-20,12;-22,28;-10,61;-25,61;-40,36;-84,89
-20,63;-24,24;-10,27;-27,22;-39,50;-86,32
-21,21;-24,98;-9,93;-28,72;-38,76;-87,47
-21,61;-27,11;-9,46;-29,46;-37,50;-88,90
-21,78;-28,20;-9,46;-31,58;-36,35;-90,10
-21,78;-29,80;-9,46;-32,55;-35,66;-91,31
-22,53;-31,30;-9,40;-34,68;-35,09;-92,51
-23,10;-32,04;-9,51;-35,65;-34,00;-93,72
-23,39;-34,22;-9,79;-37,72;-33,03;-94,98
-24,02;-35,08;-10,37;-38,93;-32,45;-95,96
-24,19;-36,75;-10,65;-40,93;-32,17;-97,21
-24,36;-38,01;-11,23;-42,37;-31,59;-98,25
-24,54;-38,87;-11,64;-44,38;-31,31;-99,28
-24,77;-40,59;-11,69;-45,81;-30,79;-100,36
-24,77;-41,68;-11,96;-47,82;-30,22;-101,17
-24,77;-42,31;-13,29;-49,26;-29,87;-102,26
-24,77;-44,03;-14,21;-51,26;-29,47;-103,17
-24,77;-45,18;-15,02;-52,70;-29,24;-103,80
-24,77;-45,70;-15,00;-54,71;-29,24;-104,72
-24,83;-47,02;-16,44;-56,14;-29,24;-105,40
-24,60;-47,93;-17,82;-58,15;-29,06;-106,09
-24,66;-48,68;-18,39;-59,59;-29,64;-106,83
-24,54;-49,08;-19,24;-61,59;-29,92;-107,35
-24,14;-49,94;-21,09;-63,09;-30,44;-107,86
-24,03;-50,91;-21,54;-64,86;-31,02;-108,43
-24,27;-51,43;-22,86;-66,36;-31,30;-108,72
-21,86;-52,06;-24,70;-68,19;-31,88;-109,34
-20,65;-52,18;-24,98;-69,51;-32,16;-109,46
-20,13;-52,58;-27,11;-71,06;-32,56;-109,86
-19,44;-52,75;-28,31;-72,67;-33,36;-110,03
-18,96;-52,92;-29,34;-74,04;-34,51;-110,25
-20,93;-53,15;-31,36;-75,42;-35,20;-110,20
-20,65;-53,15;-31,81;-76,85;-35,77;-110,42
-20,90;-53,20;-34,22;-78,00;-36,75;-110,47
-17,44;-53,03;-35,02;-79,49;-38,07;-110,30
-16,75;-52,86;-36,86;-80,47;-38,87;-110,13
-15,88;-52,69;-38,30;-81,72;-39,79;-109,96
-15,47;-52,57;-39,27;-82,81;-41,28;-109,84
-16,71;-52,23;-41,45;-83,67;-42,31;-109,49
-15,04;-51,94;-42,25;-84,53;-43,17;-109,15
-13,60;-51,54;-44,15;-85,39;-44,89;-108,86
-13,14;-50,68;-45,24;-86,36;-45,76;-108,34
-12,27;-49,71;-46,85;-86,82;-47,36;-107,88
-12,22;-49,25;-48,34;-87,56;-48,80;-107,14
-11,89;-48,62;-49,09;-88,08;-49,83;-106,67
-10,79;-47,93;-51,26;-88,65;-51,72;-105,98
-9,87;-46,32;-52,24;-88,99;-52,76;-105,35
-9,00;-45,69;-53,33;-89,39;-54,59;-104,44
-8,89;-45,06;-55,10;-89,56;-55,91;-103,80
-8,73;-43,29;-55,80;-89,78;-57,46;-102,94
-7,87;-42,48;-57,23;-89,78;-59,01;-102,13
-6,95;-41,68;-58,55;-89,84;-60,56;-101,10
-6,20;-39,68;-59,35;-89,66;-62,11;-100,07
-5,56;-38,93;-60,38;-89,55;-63,66;-99,04
-5,45;-37,90;-61,42;-89,20;-65,21;-98,01
-5,17;-35,89;-62,56;-88,86;-66,76;-97,03
-4,84;-35,38;-63,19;-88,57;-68,31;-95,77
-3,56;-33,20;-64,11;-88,10;-69,86;-94,79
-3,28;-32,29;-64,80;-87,36;-71,41;-93,59
-2,70;-30,97;-65,48;-86,95;-72,96;-92,39
-2,30;-29,31;-66,23;-86,04;-74,56;-91,24
-2,06;-28,34;-66,74;-85,46;-75,88;-89,81
-1,82;-26,15;-67,31;-84,37;-77,49;-88,66
-2,63;-25,30;-67,66;-83,57;-78,86;-87,23
-3,22;-23,69;-68,06;-82,54;-80,24;-86,08
-3,24;-22,26;-68,23;-81,56;-81,62;-84,65
-1,56;-21,29;-68,40;-80,35;-82,99;-83,50
-0,92;-19,05;-68,63;-79,15;-84,42;-82,13
-0,69;-18,48;-68,63;-78,00;-85,63;-80,75
-0,75;-16,53;-68,63;-76,63;-86,83;-79,38
-0,52;-15,56;-68,68;-75,25;-88,04;-78,00
-0,33;-14,65;-68,57;-73,93;-89,30;-76,57
-0,66;-11,99;-68,17;-72,38;-90,33;-75,42
-1,94;-11,95;-68,10;-70,78;-91,36;-74,05
-2,35;-10,92;-67,53;-69,52;-92,39;-72,67
-2,46;-8,72;-67,24;-67,74;-93,48;-71,24
-2,80;-8,62;-66,78;-66,25;-94,34;-70,10
-3,15;-7,71;-66,04;-64,48;-95,25;-68,67
-3,55;-6,09;-65,58;-63,04;-95,94;-67,46
-3,66;-5,40;-64,95;-60,99;-96,63;-66,32
-4,01;-4,72;-64,09;-59,83;-97,37;-64,89
-4,41;-4,09;-63,23;-57,55;-97,88;-63,63
-4,58;-3,23;-62,42;-56,40;-98,40;-62,71
-4,75;-2,19;-61,39;-54,11;-98,97;-61,22
-4,74;-1,90;-60,31;-52,96;-99,31;-60,13
-5,43;-1,33;-59,50;-50,68;-99,66;-59,44
-6,12;-0,98;-58,64;-49,58;-100,05;-57,95
-6,87;-0,64;-56,87;-47,01;-100,28;-56,81
-7,45;-0,23;-56,12;-46,09;-100,22;-56,24
-7,79;-0,06;-55,08;-43,80;-100,45;-55,26
-8,20;0,11;-53,03;-42,66;-100,50;-53,89
-8,06;0,34;-52,68;-40,31;-100,33;-53,20
-9,16;0,41;-50,79;-39,39;-100,16;-52,51
-10,08;0,23;-49,59;-36,98;-100,04;-51,94
-10,89;0,12;-48,61;-36,30;-99,69;-50,79
-11,23;-0,28;-46,38;-33,89;-99,35;-49,99
-11,45;-0,33;-45,86;-33,03;-99,05;-49,71
-12,08;-0,91;-43,74;-31,49;-98,59;-49,19
-12,94;-1,25;-42,60;-29,76;-97,85;-48,67
-13,92;-1,54;-41,34;-29,03;-97,39;-48,21
-14,50;-1,93;-39,39;-26,78;-96,70;-47,41
-14,84;-2,79;-38,99;-25,98;-96,06;-47,07
-15,01;-3,65;-35,09;-25,13;-95,20;-46,67
-15,87;-4,75;-35,67;-23,28;-94,34;-46,44
-16,79;-4,50;-33,78;-22,66;-93,54;-46,50
-17,60;-5,94;-32,63;-21,97;-92,51;-46,32
-17,94;-7,26;-31,84;-20,36;-91,47;-46,10
-18,22;-8,79;-27,52;-19,61;-90,50;-46,04
-18,62;-6,18;-28,85;-19,16;-89,24;-46,27
-19,54;-10,47;-26,61;-18,53;-88,26;-46,27
-20,35;-12,11;-25,81;-17,85;-87,11;-46,21
-20,63;-10,03;-25,72;-16,00;-85,68;-46,33
-21,27;-14,15;-20,22;-16,06;-84,53;-46,73
-21,44;-14,83;-22,20;-15,88;-83,16;-46,79
-21,55;-16,14;-22,06;-15,71;-81,78;-47,24
-21,84;-17,99;-16,78;-15,54;-80,41;-47,99
-22,35;-18,20;-18,64;-15,31;-79,09;-48,51
-22,93;-20,57;-18,67;-15,31;-77,49;-49,08
-23,27;-21,71;-15,44;-15,31;-76,17;-49,37
-23,62;-23,03;-13,11;-15,25;-74,62;-49,83
-24,02;-24,76;-15,14;-15,42;-73,07;-50,40
-24,25;-25,50;-14,81;-15,59;-71,53;-51,55
-24,19;-27,68;-14,44;-15,82;-69,98;-52,23
-24,42;-28,48;-10,61;-16,24;-68,43;-52,87
-24,36;-30,32;-9,60;-13,72;-66,89;-53,67
-24,66;-31,81;-11,76;-16,90;-65,34;-54,70
-24,42;-32,61;-11,64;-17,82;-63,79;-55,85
-24,42;-34,63;-11,30;-18,57;-62,25;-56,37
-24,42;-35,20;-10,90;-19,14;-60,64;-57,57
-24,48;-37,09;-10,78;-19,01;-59,38;-58,89
-24,31;-38,35;-10,32;-20,97;-57,55;-59,64
-24,14;-39,21;-10,38;-22,18;-56,23;-60,84
-24,03;-40,94;-10,09;-22,34;-54,68;-62,10
-23,68;-42,03;-10,26;-24,01;-53,03;-63,03
-23,40;-42,66;-10,37;-25,33;-51,99;-64,46
-22,88;-44,43;-10,72;-25,90;-50,10;-65,66
-22,37;-45,35;-11,12;-27,80;-49,01;-66,87
-21,67;-45,87;-11,23;-29,00;-47,35;-68,02
-21,79;-47,19;-11,58;-30,03;-46,09;-69,45
-21,45;-48,11;-12,04;-31,99;-45,29;-70,60
-21,10;-48,85;-11,74;-32,67;-43,29;-71,98
-20,88;-49,31;-12,48;-35,08;-42,48;-73,35
-20,25;-49,94;-13,86;-35,77;-41,62;-74,79
-19,39;-50,91;-14,55;-38,12;-39,79;-75,94
-18,29;-51,43;-15,36;-39,04;-39,16;-77,31
-18,18;-52,00;-15,28;-41,34;-38,47;-78,69
-17,90;-52,40;-17,01;-42,54;-36,87;-80,12
-17,44;-52,58;-18,22;-44,55;-36,18;-81,27
-16,81;-52,80;-18,44;-45,99;-35,55;-82,65
-15,89;-52,75;-19,88;-48,05;-34,69;-84,03
-15,08;-52,98;-21,20;-49,20;-33,83;-85,46
-14,74;-53,03;-21,89;-51,49;-32,80;-86,66
-14,52;-52,80;-23,26;-52,64;-32,45;-87,81
-13,89;-52,86;-24,82;-54,94;-32,17;-89,24
-13,15;-52,69;-25,38;-56,09;-31,59;-90,45
-11,52;-52,52;-27,28;-58,38;-31,31;-91,65
-11,71;-52,46;-28,49;-59,59;-30,73;-92,86
-11,19;-51,88;-29,57;-61,59;-30,39;-94,06
-10,73;-51,65;-31,30;-63,09;-29,99;-95,32
-10,23;-51,08;-32,04;-64,86;-29,76;-96,35
-8,72;-49,88;-34,22;-66,41;-29,76;-97,39
-8,32;-49,36;-35,08;-67,96;-29,76;-98,42
-8,27;-48,90;-36,63;-69,51;-29,64;-99,45
-7,69;-48,44;-38,35;-71,12;-30,04;-100,53
-7,47;-46,84;-39,10;-72,49;-30,15;-101,39
-6,78;-46,21;-41,28;-73,87;-30,44;-102,26
-6,09;-45,46;-42,08;-75,25;-31,02;-103,12
-5,22;-44,26;-43,92;-76,68;-31,30;-104,03
-5,05;-42,94;-45,35;-77,88;-31,88;-104,72
-4,94;-42,20;-46,44;-79,09;-32,16;-105,40
-4,53;-41,11;-48,16;-80,35;-32,62;-106,09
-4,42;-39,33;-48,97;-81,38;-33,19;-106,83
-4,08;-38,76;-50,86;-82,41;-34,34;-107,35
-3,67;-36,81;-52,12;-83,50;-35,03;-107,86
-3,56;-35,84;-52,99;-84,41;-35,66;-108,43
-3,16;-34,81;-54,76;-85,05;-36,40;-108,77
-2,99;-32,86;-55,51;-85,96;-37,72;-109,12
-2,87;-32,12;-56,66;-86,70;-38,58;-109,51
-2,47;-29,94;-58,20;-87,22;-39,27;-109,69
-2,17;-29,02;-59,01;-87,73;-40,71;-109,86
-2,47;-27,76;-60,04;-88,30;-42,03;-110,08
-2,24;-25,81;-61,13;-88,65;-42,60;-110,08
-2,30;-25,07;-61,99;-89,04;-44,55;-110,08
-1,82;-22,89;-62,90;-89,27;-45,47;-110,13
-2,69;-22,03;-63,54;-89,22;-46,85;-109,91
-2,80;-20,37;-64,45;-89,44;-48,28;-110,01
-3,21;-19,17;-65,19;-89,49;-49,31;-109,61
-3,32;-18,20;-65,71;-89,32;-51,21;-109,49
-3,72;-15,89;-66,23;-89,20;-52,30;-109,15
-3,96;-15,44;-66,80;-88,86;-53,85;-108,86
-4,44;-14,07;-67,14;-88,51;-55,45;-108,34
-2,52;-12,51;-67,54;-88,22;-56,77;-107,82
-2,69;-11,83;-67,66;-87,76;-58,38;-107,31
-2,74;-10,40;-68,11;-87,07;-59,64;-106,84
-3,13;-9,01;-68,06;-86,38;-61,48;-106,16
-3,57;-8,45;-68,34;-85,75;-62,74;-105,47
-6,12;-7,54;-68,11;-84,89;-64,58;-104,83
-7,54;-5,86;-68,17;-84,03;-65,90;-103,97
-5,62;-5,40;-67,99;-83,22;-67,45;-103,11
-5,60;-4,78;-67,88;-82,19;-69,00;-102,25
-6,29;-3,92;-67,53;-81,21;-70,55;-101,44
-6,68;-2,94;-67,24;-80,01;-72,10;-100,36
-8,71;-2,42;-66,73;-78,81;-73,70;-99,55
-8,88;-1,84;-66,21;-77,66;-75,02;-98,52
-8,99;-1,56;-65,75;-76,28;-76,62;-97,54
-9,22;-0,98;-65,06;-74,91;-78,00;-96,29
-9,78;-0,58;-64,38;-73,53;-79,33;-95,31
-10,76;-0,47;-63,74;-72,21;-80,98;-94,10
-12,38;0,00;-62,83;-70,67;-82,13;-92,90
-12,32;-0,06;-62,25;-69,12;-83,51;-91,70
-12,31;0,17;-61,28;-67,57;-84,94;-90,50
-12,94;0,23;-59,91;-66,08;-86,15;-89,34
-13,56;0,06;-59,39;-64,31;-87,40;-87,92
-15,59;-0,05;-58,24;-62,87;-88,38;-86,77
-15,82;-0,39;-56,70;-60,82;-89,64;-85,39
-15,70;-0,74;-55,95;-59,66;-90,67;-83,96
-15,99;-1,08;-54,86;-57,38;-91,71;-82,81
-16,38;-1,36;-53,09;-56,23;-92,79;-81,44
-16,83;-1,82;-52,45;-53,94;-93,65;-80,01
-19,31;-2,51;-50,85;-52,79;-94,56;-78,86
-20,88;-3,13;-49,36;-50,45;-95,20;-77,49
-19,20;-4,06;-48,61;-49,58;-96,16;-76,11
-19,38;-4,80;-46,44;-47,01;-96,63;-74,74
-19,49;-5,02;-45,58;-46,09;-97,37;-73,31
-19,77;-6,51;-43,97;-43,80;-97,88;-72,16
-20,23;-7,61;-42,60;-42,66;-98,40;-70,73
-20,44;-8,47;-41,28;-40,31;-98,97;-69,58
-23,04;-9,09;-39,62;-39,39;-99,36;-68,15
-23,62;-10,88;-38,59;-36,98;-99,54;-66,95
-24,02;-11,56;-36,64;-36,24;-99,71;-65,74
-24,19;-12,93;-35,84;-34,12;-99,88;-64,54
-24,36;-14,49;-34,01;-32,97;-100,10;-63,34
-24,60;-15,05;-32,51;-31,66;-100,16;-62,14
-24,60;-16,95;-31,77;-29,94;-99,93;-60,88
-24,60;-18,16;-29,53;-29,14;-99,98;-59,79
-24,54;-19,18;-28,91;-27,18;-99,86;-59,10
-24,83;-21,20;-27,24;-26,15;-99,52;-57,55
-24,60;-21,71;-25,98;-25,30;-99,18;-56,64
-24,66;-23,84;-25,19;-23,46;-98,83;-56,06
-24,42;-25,04;-23,11;-22,83;-98,54;-55,14
-24,54;-26,07;-22,54;-22,09;-98,07;-53,43
-24,14;-28,03;-21,69;-20,77;-97,39;-53,20
-24,03;-28,83;-19,91;-19,79;-96,70;-52,57
-23,68;-30,72;-18,99;-19,33;-96,01;-51,71
-23,46;-31,87;-18,48;-18,64;-95,38;-50,79
-22,77;-33,19;-17,39;-18,07;-94,52;-49,99
-21,84;-34,97;-15,31;-16,86;-93,66;-49,71
-21,90;-35,54;-15,49;-16,23;-92,85;-49,13
-21,79;-37,49;-15,09;-16,06;-91,82;-48,85
-21,45;-38,53;-14,29;-15,88;-90,79;-48,39
-21,16;-39,39;-13,62;-15,65;-89,81;-47,64
-20,71;-41,11;-10,41;-15,71;-88,60;-47,07
-20,08;-42,14;-12,10;-15,48;-87,40;-46,67
-19,04;-43,12;-11,99;-15,42;-86,20;-46,44
-18,70;-44,43;-11,64;-15,59;-85,05;-46,44
-18,41;-45,29;-11,24;-15,76;-83,67;-46,44
-17,95;-46,04;-11,07;-16,00;-82,30;-46,44
-17,33;-47,36;-10,90;-16,00;-80,92;-46,44
-16,47;-48,33;-10,66;-15,76;-79,55;-46,38
-15,43;-48,85;-10,60;-16,32;-78,23;-46,61
-15,14;-49,25;-10,78;-17,48;-76,63;-46,56
-14,63;-50,17;-10,95;-18,17;-75,31;-46,67
-14,23;-50,86;-11,12;-19,03;-73,71;-46,96
-13,43;-51,66;-11,23;-18,97;-72,38;-47,47
-12,22;-52,06;-11,64;-19,59;-70,84;-47,99
-11,64;-52,23;-12,29;-21,37;-69,29;-48,51
-11,36;-52,35;-10,72;-22,53;-67,74;-49,08
-10,91;-52,80;-9,46;-21,76;-66,20;-49,37
-10,28;-52,80;-13,05;-24,41;-64,65;-49,83
-9,48;-52,80;-14,27;-25,62;-63,11;-50,46
-8,08;-52,80;-15,44;-25,61;-61,56;-51,32
-8,21;-52,86;-13,35;-28,03;-59,96;-52,23
-7,92;-52,69;-13,07;-28,94;-58,69;-52,98
-7,41;-52,52;-17,48;-30,20;-56,81;-53,27
-6,95;-52,40;-18,88;-32,22;-55,77;-54,53
-6,26;-52,06;-15,83;-32,67;-53,89;-55,68
-5,51;-51,83;-20,05;-35,08;-52,79;-56,31
-4,88;-51,14;-22,15;-35,77;-51,19;-57,00
-4,77;-50,45;-18,98;-38,12;-49,76;-58,49
-4,36;-49,71;-23,72;-39,04;-48,73;-59,58
-4,25;-49,25;-25,52;-41,34;-46,72;-60,33
-3,85;-48,62;-22,54;-42,54;-46,04;-61,53
-3,73;-47,87;-27,63;-44,55;-44,66;-62,74
-3,33;-46,50;-28,08;-45,99;-43,11;-63,94
-3,22;-45,86;-29,28;-48,05;-42,37;-65,15
-2,81;-45,18;-32,23;-49,20;-41,22;-66,35
-2,64;-43,69;-29,27;-51,49;-39,62;-67,50
-2,41;-42,60;-34,22;-52,64;-39,05;-68,93
-2,47;-42,03;-35,02;-54,94;-38,07;-70,08
-2,24;-40,02;-36,86;-56,14;-36,70;-71,52
-2,24;-39,22;-38,47;-58,15;-36,01;-72,67
-2,17;-38,47;-38,58;-59,64;-35,32;-74,04
-2,35;-36,24;-41,57;-61,37;-34,75;-75,47
-2,58;-35,61;-41,80;-63,14;-33,60;-76,62
-2,46;-34,01;-44,15;-64,69;-32,80;-78,00
-2,86;-32,51;-45,30;-66,19;-32,45;-79,43
-2,97;-31,77;-46,62;-68,02;-32,11;-80,58
-3,38;-29,53;-48,39;-69,34;-31,76;-81,96
-3,49;-29,03;-48,91;-70,94;-31,48;-83,39
-3,83;-26,90;-51,09;-72,32;-30,85;-84,54
-4,24;-25,70;-52,12;-73,70;-30,73;-85,97
-4,41;-24,73;-52,99;-75,08;-30,27;-87,18
-4,58;-22,48;-54,70;-76,51;-30,33;-88,33
-4,51;-21,98;-55,74;-77,71;-30,10;-89,76
-5,43;-19,79;-56,66;-78,92;-29,98;-90,96
-6,18;-18,82;-58,15;-80,17;-30,39;-92,22
-6,70;-17,74;-59,23;-81,21;-30,50;-93,20
-7,21;-15,95;-60,04;-82,29;-30,84;-94,46
-7,85;-15,33;-61,13;-83,15;-31,19;-95,44
-7,96;-13,67;-61,99;-84,01;-31,53;-96,70
-8,06;-12,34;-62,90;-84,93;-31,88;-97,73
-9,16;-11,78;-63,54;-85,62;-32,16;-98,81
-10,14;-9,76;-64,45;-86,30;-32,62;-99,62
-10,65;-8,84;-65,19;-87,05;-33,19;-100,71
-11,29;-8,28;-65,71;-87,61;-34,34;-101,57
-11,28;-7,37;-66,23;-87,96;-35,09;-102,43
-11,85;-5,69;-66,80;-88,30;-35,54;-103,34
-13,00;-5,17;-67,14;-88,70;-36,00;-103,98
-13,75;-4,78;-67,49;-88,87;-37,55;-104,94
-14,33;-3,92;-67,89;-89,10;-38,47;-105,40
-14,61;-2,94;-68,06;-89,10;-38,93;-106,14
-15,01;-2,42;-68,28;-89,10;-40,36;-106,61
-15,87;-1,84;-68,28;-89,20;-41,68;-107,40
-16,79;-1,50;-68,34;-88,80;-42,37;-107,69
-17,60;-1,15;-68,11;-88,69;-43,80;-108,26
-17,94;-0,75;-68,22;-88,39;-45,07;-108,60
-18,22;-0,58;-67,88;-87,88;-45,87;-109,00
-18,62;-0,41;-67,53;-87,36;-47,82;-109,17
-19,60;-0,17;-67,19;-86,90;-48,68;-109,34
-20,12;-0,17;-66,90;-86,21;-50,23;-109,51
-20,63;-0,11;-66,44;-85,58;-51,95;-109,74
-21,27;-0,28;-65,70;-84,72;-52,70;-109,74
-21,38;-0,39;-65,24;-83,86;-54,82;-109,74
-21,78;-0,74;-64,60;-83,05;-55,91;-109,79
-21,84;-1,08;-63,69;-82,02;-57,46;-109,61
-22,35;-1,43;-63,06;-81,04;-59,01;-109,44
-22,93;-1,71;-62,25;-79,84;-60,56;-109,32
-23,27;-2,16;-61,22;-78,64;-62,17;-108,98
-23,62;-2,79;-60,13;-77,43;-63,49;-108,68
-24,02;-3,71;-59,33;-76,28;-65,04;-108,12
-24,19;-4,40;-58,41;-74,91;-66,59;-107,82
-24,42;-5,09;-56,87;-73,59;-68,14;-107,31
-24,36;-5,53;-56,12;-71,99;-69,68;-106,84
-24,60;-7,09;-55,08;-70,67;-71,23;-106,10
-24,60;-8,20;-53,09;-69,12;-72,84;-105,69
-24,60;-7,70;-52,45;-67,57;-74,16;-104,78
-24,60;-10,07;-50,79;-66,08;-75,76;-104,14
-24,66;-11,51;-49,59;-64,31;-77,14;-103,23
-24,48;-11,61;-48,55;-62,87;-78,52;-102,60
-24,31;-13,51;-46,61;-60,82;-79,90;-101,79
-24,14;-14,84;-45,81;-59,66;-81,27;-100,71
-23,97;-15,34;-43,92;-57,38;-82,65;-99,90
-23,91;-17,53;-42,77;-56,17;-84,08;-98,87
-23,40;-18,38;-41,51;-54,11;-85,28;-97,83
-23,24;-19,99;-39,56;-52,96;-86,49;-96,85
-21,27;-21,61;-38,82;-50,68;-87,75;-95,60
-20,51;-21,76;-36,64;-49,53;-88,78;-94,62
-21,79;-24,47;-35,78;-47,24;-89,81;-93,42
-21,39;-25,04;-34,24;-46,09;-90,85;-92,21
-21,33;-26,88;-32,51;-43,74;-91,93;-91,01
-20,88;-28,37;-31,77;-42,83;-92,79;-89,81
-20,84;-29,11;-29,53;-40,48;-93,65;-88,66
-17,67;-31,36;-28,85;-39,56;-94,56;-87,23
-16,57;-31,92;-27,53;-37,15;-95,20;-86,03
-15,86;-33,82;-25,75;-36,36;-96,16;-84,88
-17,84;-35,08;-25,13;-34,52;-96,63;-83,50
-17,67;-35,88;-23,40;-33,15;-97,37;-82,07
-17,47;-37,90;-22,31;-31,89;-97,94;-80,92
-14,06;-38,64;-21,63;-29,88;-98,28;-79,55
-13,02;-39,73;-20,14;-29,25;-98,62;-78,17
-12,38;-41,57;-18,99;-27,59;-98,97;-76,75
-13,07;-42,08;-18,42;-26,27;-99,36;-75,60
-13,85;-43,29;-17,51;-25,64;-99,54;-74,17
-11,20;-44,61;-15,77;-23,86;-99,76;-73,02
-10,05;-45,58;-15,49;-23,00;-99,76;-71,64
-9,18;-45,81;-15,03;-22,20;-99,81;-70,21
-9,07;-47,36;-14,46;-21,23;-99,59;-69,01
-8,90;-48,33;-13,37;-19,73;-99,69;-67,81
-8,04;-48,85;-12,27;-19,44;-99,30;-66,60
-7,12;-49,31;-12,16;-18,99;-99,18;-65,40
-6,37;-50,00;-11,76;-18,30;-98,88;-64,20
-5,80;-50,69;-11,64;-17,67;-98,37;-62,99
-5,45;-51,49;-11,24;-16,63;-97,85;-61,79
-5,17;-51,83;-11,07;-16,23;-97,34;-60,48
-4,66;-52,23;-10,90;-16,06;-96,87;-59,67
